ZCR_mean,Spectral_Centroid_mean,Spectral_Rolloff_mean,MFCC_mean_0,MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_std_0,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,Gender,Age,Reason
0.341711762,1721.83687,2806.264335,-202.2227173,-27.1449337,-41.90376663,-12.54073906,-9.839632034,-9.657596588,-0.409185231,-0.525665522,-12.97813702,1.633602619,-2.503093481,-3.777274609,-6.959161758,169.156311,51.09891129,27.88998413,22.70848846,18.92957306,12.12517548,9.780892372,11.34342766,13.57738972,12.63214302,11.47234535,17.00794601,15.44657326,1,3,1
0.149915661,978.1724196,1786.18608,-224.6536102,83.45783997,-21.46279526,-6.181053638,-10.47584629,-3.490577936,-12.67485905,-3.63389039,-20.15849686,-8.544649124,-21.88821602,-8.156674385,-14.37405109,90.71413422,26.52334404,39.76799774,16.4188633,17.52549744,12.49618244,11.70087624,9.479187012,7.683402061,8.813790321,6.13970232,5.598557949,5.555824757,0,0,1
0.181564819,2264.715716,4399.329338,-295.6412659,47.20581055,-29.31408882,-7.064351082,0.209722236,-2.967230082,-24.71686172,-8.899281502,-1.857796192,-7.807841301,-10.64828396,-0.40872249,-5.620796204,142.7342072,28.20459557,26.06116867,15.15807438,10.3329401,14.46652794,12.97676182,12.19341469,7.132138252,11.32738018,8.017753601,8.867068291,13.95203114,0,3,1
0.141764323,986.503443,2024.330357,-246.1520233,66.08321381,-0.048612073,-10.67938042,-21.36203003,-15.65559006,-28.55173492,-6.247056961,-9.412459373,-7.483578205,-4.826550961,-5.816056728,-8.493761063,152.1413116,28.6909523,12.81227207,11.95960903,10.50388622,11.04258251,12.89874458,10.42384815,8.112154007,7.715053558,6.534249783,7.387365818,5.700683117,0,2,1
0.145277757,818.0453597,1296.72476,-354.0317078,112.6682892,-32.7482872,-23.54526901,-6.547003746,-2.17681551,-15.4155035,-11.41122532,-16.60163879,-10.43099785,-15.03492355,-9.552242279,-10.99460793,68.42524719,20.29950714,18.68185425,16.80031395,12.35860729,6.705368996,8.797330856,8.257697105,6.106116772,5.833915234,5.241241932,5.870835304,5.219177246,1,0,1
0.229925192,1290.019846,2212.816922,-303.0704041,28.63415337,-57.54856873,-8.458921432,-22.40505028,7.662958622,-18.06221771,7.836272717,-8.632070541,-1.166585207,-17.40594101,-4.233501434,5.866768837,135.0817719,42.31111908,35.91581726,16.59111786,21.65325737,12.89213753,14.04366493,9.512861252,12.23509312,8.991587639,10.85156059,18.50215912,16.34370422,1,1,1
0.137486049,977.1686619,2031.063988,-406.5662842,80.8158493,22.4613018,4.109193802,-7.398139477,-6.80256176,-16.73236847,-10.01286316,-17.30468178,-2.017437696,-17.98393631,-1.91546917,-9.472471237,80.2574234,37.53725433,19.29090881,17.41690063,12.66021252,10.2129879,9.89898777,8.349990845,8.867836952,9.444760323,6.961082935,6.541784286,7.478460789,1,0,1
0.349564986,1806.360545,3132.102273,-104.5797501,-7.524965763,-0.761411846,-18.09854698,-20.55725479,-11.44270706,-1.842947006,-1.800521851,-21.63702202,-7.763654709,2.390213728,15.58631516,10.11311436,111.2391815,33.68871307,11.42291451,18.99454689,24.2545414,11.36842346,14.90326023,10.62255192,7.90599966,11.25331688,15.12576675,17.92018127,17.72014427,1,2,1
0.284543679,1484.569155,2420.880682,-204.2597656,3.069270849,-42.7693634,-6.671694279,-33.43278503,-2.567914724,-4.888675213,-12.79592419,-19.28341675,0.737701237,5.31606102,5.769585133,-4.091507435,98.54990387,30.10958099,23.51828003,22.27729225,20.43871117,11.85699844,14.26088047,13.61701775,14.77878189,17.10984039,22.21323586,19.54141235,15.62895966,0,2,1
0.261443537,1402.054252,2588.742898,-360.9106445,26.47165298,-19.33031273,-9.666349411,-27.26265335,-13.13304996,-23.8882637,-7.12273407,-12.21103287,-11.53898621,-4.751434326,-3.350551605,-2.590495348,91.91085815,25.6225338,22.25781631,14.7482872,11.72338104,17.01527596,10.93503952,9.701878548,8.954340935,10.2499733,13.40359783,11.07645321,17.65944099,0,0,1
0.235466974,1336.7385,2450.639205,-150.3638611,30.22360039,-3.751312733,16.64877892,-5.511743546,-7.347703934,-13.30490208,-9.960063934,-22.35407066,-10.40904808,-16.35761452,-8.513063431,-1.806007624,88.60840607,50.24949265,19.31297112,19.21420479,12.76483154,9.461957932,12.41083908,14.43180656,8.668557167,9.058854103,7.753780842,12.20991039,18.32698631,0,2,1
0.297708214,1504.457721,2589.84375,-207.2451477,17.75837517,-23.57415771,-11.04804897,-49.21985245,-14.62637043,-16.00801277,-7.806810856,-4.900811672,-3.547104597,5.168529034,-9.242657661,-2.744259119,108.1300049,30.77714729,15.89626026,18.07649422,20.27354622,10.3324728,9.628809929,11.33400345,8.971996307,10.33302212,13.59850311,12.52320671,9.018223763,0,3,1
0.082275391,632.5997539,1049.696181,-343.586731,100.6392746,16.60530853,6.735864639,-22.36628151,-9.332508087,-14.90690422,-13.70799351,-8.599104881,-4.25588131,-5.596618652,-8.328176498,-11.27766895,106.338974,38.6948204,34.4453125,20.57419586,29.41848183,13.53228474,10.22270107,9.775346756,10.51108551,11.56926823,15.61949921,11.72006798,10.71681976,0,0,1
0.23413538,1394.717865,2639.648438,-605.7443237,33.15680695,-12.06298733,-9.788773537,-26.32748985,0.736196637,-15.02278042,-4.326272964,-7.55795002,-5.222655296,-3.936241388,0.85189873,6.017571926,121.6130066,19.83768654,29.65406036,13.11451817,18.58170319,11.92206001,7.884128094,7.000980377,8.941685677,7.588832855,7.849106312,12.24442005,16.08794785,0,1,1
0.157208644,1135.216624,2234.267489,-391.9515076,61.25777817,-7.394823074,8.664639473,-12.47210979,6.686255932,0.509170711,-8.826179504,-4.218051434,-11.52263641,-12.01530457,-4.439623833,-11.412076,93.12346649,16.30377769,14.56222439,9.713617325,10.86301708,6.506749153,8.422875404,6.390165329,6.912990093,7.325697422,6.552015781,6.652148724,5.80952692,1,1,1
0.182935031,1253.435611,2544.111144,-327.5117798,48.64184952,-8.023693085,-3.426525116,-5.119432449,-8.948402405,-16.12890053,-7.336632729,-8.205672264,-8.21296978,-10.13049984,-6.603397369,-12.23297882,122.5652466,15.32732296,12.42701817,13.50616455,10.12155628,6.481425285,6.891801834,7.853505135,5.175665379,6.112246037,5.067090988,5.007273674,5.460916519,1,0,1
0.013142136,288.5744521,584.2054835,-1072.616333,7.655759335,0.70345968,-0.470647186,-0.612559497,-0.970272899,-0.91889143,-1.2865448,-1.049025178,-0.447195232,0.03110267,-0.776125193,-0.376251787,132.3536072,17.46155357,4.273591042,4.898922443,2.949711084,4.406209946,3.321149588,4.815242767,3.085838795,1.790523887,1.430427909,2.553034782,1.838472247,1,2,1
0.151936849,1101.79484,2221.209491,-421.5890503,65.18500519,-10.15598202,1.164747238,-24.64792633,6.561694622,-14.6113472,-5.137232304,-16.12952614,-5.208024025,-13.79879093,-7.940896034,-11.5870533,119.4375839,26.21278381,25.32806778,14.80489922,20.03864288,9.540177345,10.46287346,8.18128109,7.809044361,6.991274834,6.269459248,7.750946522,6.929562092,0,2,1
0.120741102,1002.191639,2090.060764,-556.5657349,71.86591339,3.261043787,16.36491013,2.968731403,-1.099849463,-6.205822468,-2.800439119,-8.09566021,-8.127400398,-7.724003315,-5.279791832,-6.390387535,120.5149841,36.43181992,32.57373047,11.980937,12.36048985,7.068830967,8.314455032,6.090613842,7.334923744,7.2858181,7.752552986,9.365197182,9.124928474,0,2,1
0.251970881,1353.530048,2365.944602,-213.9109802,18.52016258,-48.96463776,-21.60408974,-19.20770073,0.268815339,-31.78379631,-4.698448658,-3.039916277,19.35927582,-1.696891785,-10.11413479,-10.00779343,130.0324554,30.16329384,34.55167007,21.9668293,17.72069359,12.58039856,11.58238792,9.447041512,15.82723522,21.87691116,17.81796646,18.97346687,14.63127422,1,3,1
0.108158818,911.7286314,2022.099248,-412.6321716,81.30919647,1.30844295,6.917094707,-10.10130405,11.70124435,-15.760952,-14.57368183,-12.89466,-8.959955215,-17.14437485,-9.042556763,-18.94439125,114.5353394,21.76167679,8.089753151,11.09716034,6.578460217,12.35163975,10.8185091,8.535334587,8.090143204,4.462914467,5.376998425,6.389620781,7.614703655,0,0,1
0.082275391,632.5997539,1049.696181,-343.586731,100.6392746,16.60530853,6.735864639,-22.36628151,-9.332508087,-14.90690422,-13.70799351,-8.599104881,-4.25588131,-5.596618652,-8.328176498,-11.27766895,106.338974,38.6948204,34.4453125,20.57419586,29.41848183,13.53228474,10.22270107,9.775346756,10.51108551,11.56926823,15.61949921,11.72006798,10.71681976,0,0,1
0.188112655,1097.98025,2028.37559,-253.4602203,47.5027771,-23.36411285,20.68552208,-32.67735291,-4.083503723,-13.08077049,-3.613746405,-12.68298912,-14.36555958,-17.26226425,-13.14927101,-15.61426353,141.6253204,24.28682518,30.71329308,17.03494453,27.43344688,15.41125774,14.26505089,9.934319496,10.38765335,12.25993538,9.554104805,8.918976784,9.448152542,0,3,1
0.304414242,1505.319052,2413.775803,-96.83255005,4.193570614,-68.91646576,-29.48301506,-8.049562454,19.0588913,-17.24406242,0.443423659,-11.50970173,0.965354562,-9.321763039,-0.314355433,-6.717439175,107.9672775,36.82118225,21.02420235,21.91243935,24.00116539,18.1633873,19.71407318,16.90312004,15.76434612,15.88754559,13.60491562,7.313371181,13.62802601,0,2,1
0.218008365,1307.669777,2305.20342,-136.0704803,28.2761879,-54.07550049,-21.04421425,-22.39843369,-9.853350639,-20.22798347,17.56259537,-27.7108345,-1.751327991,-10.55516911,-3.905194521,-8.435166359,139.9157562,23.8139267,34.01051331,20.69656372,13.77089214,13.20291042,11.32291126,15.38057709,14.98026085,10.96762276,9.506822586,8.770139694,6.600964069,0,0,1
0.331663919,1615.211499,2673.989392,-154.7440033,-4.766046047,-45.07401276,-16.51266861,-33.78697586,-1.590085268,-10.40262127,4.609180927,-24.0340519,3.987841129,-1.784928918,10.87873268,-6.08483839,96.10391998,36.24481964,19.85980988,21.42542839,14.53131294,12.34503269,8.669295311,9.627223015,10.20154285,12.18105507,15.12694359,17.28580856,19.36895752,0,2,1
0.219417932,1301.322471,2364.386792,-481.6755676,37.54941177,-49.22272873,-34.9945755,-18.47234344,0.086122677,-10.78042221,-19.43623924,-15.17361164,-3.178855658,-11.65292549,11.27418804,5.619485378,98.70165253,26.93911934,24.88362503,17.4543457,15.9346981,11.38494968,7.775094986,11.4154768,8.413413048,9.887292862,12.00559044,16.32232666,15.99396133,0,0,1
0.168759946,982.55738,1631.257234,-259.1593933,87.10367584,-62.14953232,-6.557787895,-42.10073853,1.456348538,-15.97284508,-1.724267006,-12.36699581,-16.42598534,-8.88080883,-7.93161726,-0.63152808,112.930809,43.50896072,30.05686378,22.40704727,19.09770203,16.04833031,13.20805645,10.0215168,9.384849548,13.12041378,10.07774353,14.02775955,18.17389107,0,2,1
0.22281901,1202.666275,1932.074653,-406.7193909,47.34909058,-52.51148987,-8.327980995,-15.88710785,-0.035101768,-16.98317528,-1.61122036,-4.132951736,-2.047690392,-9.034810066,-9.54365921,-7.275742531,159.9666443,28.75696945,37.38302994,22.29120255,17.37056541,17.78843307,16.95669937,9.779465675,10.04214096,7.362967968,9.228644371,7.914057732,7.413786888,1,0,1
0.147025923,1170.602024,2288.210227,-171.2085571,28.71959305,-6.713379383,-10.41786671,-30.52892113,-6.943003654,-17.49219131,-8.314367294,6.285246849,4.634859562,-3.380105257,-8.124516487,-16.00612068,63.53469849,27.33770752,13.82851315,8.410458565,15.38323689,11.10611343,14.22508621,12.66023064,17.70936012,19.72557068,19.23091507,17.23860359,14.29846287,1,2,1
0.471912831,2119.503128,3176.52027,-30.90179634,-27.01086807,7.823496819,-9.228693962,-11.18897629,-1.651927352,-9.149456024,-16.17472076,-13.43929291,-3.966693163,-14.65850925,-4.944605827,-5.212882519,103.8046722,54.46094513,28.21801758,17.6819725,14.09289265,16.06433487,19.44946098,12.67798615,12.38330269,9.299830437,7.643034458,10.62987041,11.60123062,1,2,1
0.244722806,1351.750397,2548.377404,-144.0097809,33.29859924,-30.03095818,-22.98971367,-32.8644371,-6.701823235,-14.07231998,2.197760582,-2.104575872,2.053560495,-13.64956665,-14.55630684,-15.30065727,90.73791504,14.44735432,20.46980095,33.68972778,17.36891174,10.38053608,10.43268776,18.04350471,10.55643272,15.61493969,12.81090927,11.9458456,10.87032032,0,3,1
0.179092198,2163.093601,4079.980023,-380.3652344,59.69116974,-28.40170097,7.677597046,-21.18667984,-3.877837181,-5.700663567,-3.916746378,-17.60560608,-9.370386124,-11.64315605,-21.82136917,-10.1648922,42.89084244,21.30270958,14.17908573,13.33301353,9.370275497,10.08051491,8.657679558,7.011717796,8.47471714,6.638038158,8.904755592,8.377428055,7.389739513,0,0,1
0.151859928,2064.004663,4128.531678,-394.0211792,72.14756775,-7.225391865,3.234602213,-15.02373886,1.120394945,-21.30608368,-13.51150894,-16.39764977,-9.141649246,-15.5039196,-17.43321228,-13.14223289,72.8090744,39.24868774,17.61963272,14.37360001,8.50551033,7.803873539,7.056204796,7.575770855,7.481776237,5.460291386,7.517918587,6.503715992,6.576886177,1,4,1
0.097839077,1551.9396,2935.609304,-323.0869751,55.34910202,0.572205126,8.451917648,-8.814943314,0.270474434,-14.73592281,-24.19723892,-24.54992104,-16.63392448,-11.32993221,-12.65780926,-7.719278336,45.2737236,12.78415585,14.19023609,10.05865669,7.949187756,6.347906113,8.427452087,11.22059155,8.867718697,8.769538879,7.564999104,9.819693565,10.21204948,0,0,1
0.084958708,1551.178445,3235.159817,-366.3847351,92.41304016,-4.562429428,8.615180969,-14.44496918,-6.078765869,-1.651258469,-6.216683388,-10.68740749,-18.87199402,-21.80318832,-15.59647751,-15.57381535,81.1677475,31.46459198,9.409622192,12.40023708,15.20972252,6.758545876,9.862663269,6.182442665,5.754927635,6.713953972,5.642550945,5.372889996,6.680990696,0,0,1
0.255988104,1398.704951,2617.578125,-330.8282776,32.88869095,-7.466426373,-7.52385807,-29.49012947,10.42911243,-25.67463684,-12.93118382,-19.51479912,-20.8352623,-10.34539127,-8.874149323,-9.986421585,55.44351959,17.43050575,12.95716,14.27545452,18.73084259,13.38719559,8.042355537,6.661850452,5.856435299,7.168899536,7.362473488,7.130932808,10.87760162,1,2,1
0.279310438,1521.511028,2539.351852,-448.8155518,4.146882534,-42.62042999,-5.677212715,-31.95194817,7.416015625,-12.81382561,2.583220243,-6.227530003,-2.32495141,-11.75111485,-7.853345871,1.527045488,178.5112457,41.86894226,40.44652176,19.09719467,19.46540833,12.61360359,13.2560997,10.48582077,10.3516655,6.625262737,9.444867134,8.967208862,11.65805531,0,1,1
0.246986607,1283.326459,2448.028274,-247.3688812,36.47236252,-17.34109497,-0.931504905,-10.21990585,-11.37196732,-23.68174744,2.732985735,-13.64835358,-11.33191967,-4.752230167,-3.731229305,-17.10632133,188.1139374,16.36418343,10.99482632,8.76629734,10.0349741,11.97416878,11.14784336,9.815805435,9.338029861,6.291264534,6.367486954,5.584192276,7.748389244,0,2,1
0.215287235,1253.271442,2249.74914,-484.1878967,39.2870636,-14.56868935,22.61572266,-17.00505447,-2.457413197,-5.125175476,-12.18430519,-14.78047943,-7.022135258,-15.7353878,-5.954873562,-3.136955976,150.3130493,19.12685585,13.60577488,10.84343624,7.88888216,5.182744503,6.506548405,7.487850189,7.031698227,6.18360424,7.093063354,7.15140152,9.904071808,0,2,1
0.070872456,777.4209733,1779.924025,-276.6824646,80.48895264,8.806876183,39.00878525,-4.294327259,10.95493221,-4.412631035,-0.686549187,-5.072464943,-3.928612709,-13.63728428,-6.637029171,-17.48940659,95.16584778,23.20641899,15.66549301,15.16281033,8.269357681,9.783537865,5.31336832,6.703168869,5.764489651,4.937159061,5.472538471,4.569442749,5.759440899,1,2,1
0.162431825,977.9485872,1713.222288,-239.4643707,79.92720032,-33.10416794,-32.59568405,-28.14364433,-15.18404102,-13.79889679,-8.001900673,-17.77200699,-7.196208954,-13.92026234,-9.529211044,-7.853166103,91.14220428,17.03794479,23.65596008,18.47878456,15.11360073,11.51593685,8.592573166,7.97692728,10.22644711,9.11017704,7.232500553,5.387887001,6.827445984,1,1,1
0.386705433,1821.643805,2986.044034,-134.7955627,-7.649622917,-24.60245895,-10.71518993,-1.017935753,1.756786704,-12.46896648,-1.259480596,-10.38920212,0.402726352,-6.316073418,-1.891001701,0.922478676,96.54219818,27.80221176,24.03422356,18.92592812,20.60530853,15.77337456,15.67266941,11.7837019,8.466743469,9.534567833,10.67210484,11.9301939,15.95756149,1,2,1
0.321020284,1736.949472,2858.837443,-143.0708466,-10.11468029,0.801569581,-22.39248848,-37.37817764,-9.36284256,-15.22755051,-18.46053505,2.69914794,17.71850204,6.034843445,5.876581192,-20.10393906,140.7895966,45.05903244,25.45590973,15.50127125,18.37736893,13.97131252,13.91367912,17.57056999,11.39194489,14.31533432,15.46501446,12.93309212,12.88001251,0,0,1
0.14502622,1776.16499,3480.52226,-455.0732727,89.03810883,-32.9981308,-27.59657288,-10.09041023,-7.282670021,-28.9845047,-13.79122066,-2.021176577,-10.54966164,-22.55239105,-16.71226311,-10.98933125,14.07639217,5.972877026,9.050023079,5.326925278,5.251276493,5.138973236,4.870904446,4.460305691,3.965327501,4.014359474,4.104600906,3.428765774,4.175144672,1,3,1
0.206825186,1202.174612,2374.641628,-295.3600159,50.4447403,-3.245706081,-8.34147644,-20.98695946,-11.61364841,-23.34588814,-9.135756493,-11.41354656,-2.304421902,-7.450140476,-4.955441475,-7.580521107,120.1245422,33.22937393,37.59574127,20.79228592,21.96617699,12.24765301,16.48056412,15.95145035,10.88387299,13.96319199,11.53740025,8.879141808,8.5715065,0,3,1
0.139004794,969.7174224,1775.426136,-208.1614685,51.2413559,-34.69371414,-3.812017202,-43.1398201,-41.96601105,-18.30052185,-6.890990257,-35.44553375,4.894796848,-5.372276783,1.510354757,9.03331089,76.54101563,26.42154312,13.46868896,10.96446037,12.92247963,13.55201435,11.10311794,8.82084465,10.85813808,13.49791718,8.483216286,11.96721172,15.20088291,0,0,1
0.092484086,874.881015,1801.50463,-146.1428223,78.09249878,-7.549036026,23.73686409,-3.183468103,-10.54097366,-20.63881493,-12.26739311,-20.56751251,-11.89394379,-16.5783596,-4.222389221,-12.58389378,15.50226021,11.24702549,6.655218124,7.700150967,5.883800507,5.303472042,5.199189186,4.832395554,4.328820229,4.009909153,3.47115016,3.697600842,3.724472761,1,3,1
0.183453595,1263.01265,2461.733218,-461.1091309,41.93801498,-2.769569397,3.483918905,1.386274457,5.14784193,-19.12400818,2.549939156,-10.47334385,-8.671051025,-11.59087563,2.148598909,-4.47648716,132.3068848,44.13496399,34.31736755,16.48216629,9.980666161,10.50457382,13.22051907,8.616463661,7.128891468,6.842065334,10.23019123,19.15695763,13.46194649,1,0,1
0.179387364,1079.275056,1997.634748,-399.4134216,67.94905853,-24.89282417,-10.70345879,-18.84223366,-15.97534943,-3.151902437,-1.930588484,-14.95520115,-6.687792778,-12.28490829,-10.48650074,-8.965221405,92.71401978,29.53012466,30.862257,17.23976135,13.49446487,13.8405447,10.75807571,8.056528091,6.953261375,8.907552719,6.922180653,8.862935066,11.41714191,1,3,1
0.279310438,1521.511028,2539.351852,-448.8155518,4.146882534,-42.62042999,-5.677212715,-31.95194817,7.416015625,-12.81382561,2.583220243,-6.227530003,-2.32495141,-11.75111485,-7.853345871,1.527045488,178.5112457,41.86894226,40.44652176,19.09719467,19.46540833,12.61360359,13.2560997,10.48582077,10.3516655,6.625262737,9.444867134,8.967208862,11.65805531,0,1,1
0.28528523,1561.1521,2547.538325,-242.8542023,-5.90017128,-25.17473412,4.206915855,-21.0130806,-5.832354069,-13.57158279,-0.835996091,2.891093969,5.145325661,-12.69597054,-8.824072838,-4.987205029,153.7890015,55.20560074,33.32334518,16.48443604,22.39185524,10.47459793,14.86454582,15.29619408,14.33089066,14.84092999,15.69400501,11.06735611,10.90145016,0,0,1
0.207219395,1323.361993,2617.223337,-436.1928101,46.00466156,-2.461993694,-1.233068109,-8.337323189,-1.341709256,-9.618658066,-6.319003105,-10.93075275,-2.529575825,-8.520038605,-3.381599426,-8.973004341,109.1764069,24.60292625,12.69258308,11.51862049,14.93755531,8.151567459,5.405025959,6.367818832,6.798142433,6.166360378,6.369475842,7.691253662,7.481341839,1,3,1
0.232310902,1474.462274,2611.576705,-138.6934052,16.96729088,1.168420315,-4.830997467,-37.63589859,4.320914745,-23.07316017,-0.70945698,-9.854198456,-12.34156513,-5.800191879,-8.89303112,-12.3492012,81.02667236,28.92570114,17.42262268,9.394569397,15.96481419,14.90908909,9.660572052,8.489951134,6.963550091,5.897357464,7.157013416,5.532599449,7.875833988,1,2,1
0.17450556,1167.441723,2219.805743,-264.4129639,51.06784058,-7.05270195,-9.037248611,-31.09458733,4.863526821,-10.36030293,-4.93742609,-9.202979088,-15.88888931,-7.048829556,-1.822830439,-0.34176141,138.3915558,33.2994957,22.81358337,18.03159714,24.93451881,13.79675293,11.97648811,8.510427475,6.441920757,11.7642765,14.1018858,13.15577507,16.34747887,0,3,1
0.226387794,1306.689084,2543.183773,-342.7536621,45.02105331,-13.47649574,-2.041296244,-14.04216671,-6.609021187,-25.80049515,-4.326393127,-20.53930664,-4.729099751,-13.79001522,-0.22003372,-5.346340179,78.06565857,17.24179649,23.5499382,23.23351288,13.95482159,12.1481514,7.825742722,7.382452011,6.820898533,8.213945389,7.195830345,13.9789381,9.418442726,0,2,1
0.217678494,1237.947054,2076.208044,-509.0655518,42.11528397,-46.19413757,-6.482458591,3.628623724,4.106884003,-15.68774796,-8.827646255,-3.742195129,1.608512878,-4.847993851,-6.132810593,-7.060245514,145.2542877,23.42871857,46.84265137,15.41665077,18.0121479,10.37733936,14.22456837,7.247110844,9.33350563,13.35834122,7.428638935,8.660539627,10.42539501,1,2,1
0.260562537,1488.916638,2734.043337,-400.1344299,29.98992538,-12.16476727,-8.082112312,2.622658253,13.35423088,-13.36718369,-4.611948967,-8.411046982,0.100015551,-9.20937252,-7.196852207,-4.713375568,125.893486,23.75471497,30.89750862,20.70009041,12.02772617,10.58820152,13.22219467,5.212561131,9.34390831,6.682209969,9.979899406,5.180087566,9.501310349,0,0,1
0.272252966,1479.834095,2672.128183,-269.1098328,16.35409164,-20.01879692,-14.4985857,-27.72587395,-1.055268288,-21.01890373,-3.263430834,-12.95002079,-10.72205353,-11.38504887,4.08015871,3.344681263,146.1488953,35.3068428,16.82063866,15.49289513,23.78686905,15.57972622,15.84151459,8.122778893,10.45805454,9.917801857,15.68782043,15.21565342,20.20611763,1,0,1
0.13861364,1028.226408,2170.692374,-132.9652863,69.73500824,-8.112710953,27.5178318,-16.6628437,-3.83109498,-27.24840736,-6.582915306,-16.18119431,-1.252770782,-15.61094856,-0.011708177,-14.47311974,127.3919525,16.40226555,10.2817297,8.607922554,6.042743206,4.981399059,8.043177605,4.30945158,5.437643528,3.131362915,5.155478477,3.959471941,4.587049961,1,0,1
